allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic
g00132_00006	g00132	NA	membrane protein insertase YidC	98	1	10	1	1	1	0	0	0	0	10	membrane protein insertase YidC(10)	NA(10)	1092	1092	1092.00	9	32	GCA_029747675_1_ASM2974767v1_genomic_00010	GCA_029747785_1_ASM2974778v1_genomic_00010	GCA_029747985_1_ASM2974798v1_genomic_00013	GCA_030235295_1_ASM3023529v1_genomic_00593	GCA_030235365_1_ASM3023536v1_genomic_00413	GCA_030235425_1_ASM3023542v1_genomic_00928	GCA_030239835_1_ASM3023983v1_genomic_00574	GCA_030239865_1_ASM3023986v1_genomic_01320	GCA_030240135_1_ASM3024013v1_genomic_00790	GCA_030240165_1_ASM3024016v1_genomic_00038
g00194_00006	g00194	NA	membrane protein insertion efficiency factor YidD	98	1	10	1	1	1	0	0	0	0	10	membrane protein insertion efficiency factor YidD(10)	NA(10)	351	351	351.00	9	33	GCA_029747675_1_ASM2974767v1_genomic_00009	GCA_029747785_1_ASM2974778v1_genomic_00009	GCA_029747985_1_ASM2974798v1_genomic_00012	GCA_030235295_1_ASM3023529v1_genomic_00623	GCA_030235365_1_ASM3023536v1_genomic_00468	GCA_030235425_1_ASM3023542v1_genomic_00915	GCA_030239835_1_ASM3023983v1_genomic_00563	GCA_030239865_1_ASM3023986v1_genomic_01323	GCA_030240135_1_ASM3024013v1_genomic_00806	GCA_030240165_1_ASM3024016v1_genomic_00037
g02011_00005	g02011	NA	ribonuclease P protein component	95	2	10	1	1	1	0	0	0	0	10	ribonuclease P protein component(10)	NA(10)	429	429	429.00	9	34	GCA_029747675_1_ASM2974767v1_genomic_00008	GCA_029747785_1_ASM2974778v1_genomic_00008	GCA_029747985_1_ASM2974798v1_genomic_00011	GCA_030235295_1_ASM3023529v1_genomic_00631	GCA_030235365_1_ASM3023536v1_genomic_00482	GCA_030235425_1_ASM3023542v1_genomic_00907	GCA_030239835_1_ASM3023983v1_genomic_00558	GCA_030239865_1_ASM3023986v1_genomic_01324	GCA_030240135_1_ASM3024013v1_genomic_00812	GCA_030240165_1_ASM3024016v1_genomic_00036
g00271_00006	g00271	NA	chromosomal replication initiator protein DnaA	98	1	10	1	1	1	0	0	0	0	10	chromosomal replication initiator protein DnaA(10)	NA(10)	1407	1476	1434.60	9	35	GCA_029747675_1_ASM2974767v1_genomic_00007	GCA_029747785_1_ASM2974778v1_genomic_00006	GCA_029747985_1_ASM2974798v1_genomic_00009	GCA_030235295_1_ASM3023529v1_genomic_00671	GCA_030235365_1_ASM3023536v1_genomic_00534	GCA_030235425_1_ASM3023542v1_genomic_00851	GCA_030239835_1_ASM3023983v1_genomic_00501	GCA_030239865_1_ASM3023986v1_genomic_01329	GCA_030240135_1_ASM3024013v1_genomic_00830	GCA_030240165_1_ASM3024016v1_genomic_00034
g00048_00006	g00048	NA	DNA-binding transcriptional regulator%2C MerR family	98	1	10	1	1	1	0	0	0	0	10	DNA-binding transcriptional regulator%2C MerR family(10)	NA(10)	345	345	345.00	10	1	GCA_029747675_1_ASM2974767v1_genomic_01556	GCA_029747785_1_ASM2974778v1_genomic_01543	GCA_029747985_1_ASM2974798v1_genomic_01546	GCA_030235295_1_ASM3023529v1_genomic_00981	GCA_030235365_1_ASM3023536v1_genomic_01462	GCA_030235425_1_ASM3023542v1_genomic_01231	GCA_030239835_1_ASM3023983v1_genomic_00878	GCA_030239865_1_ASM3023986v1_genomic_00683	GCA_030240135_1_ASM3024013v1_genomic_00824	GCA_030240165_1_ASM3024016v1_genomic_01571
g00770_00006	g00770	NA	DNA-binding transcriptional regulator%2C ArsR family	98	1	10	1	1	1	0	0	0	0	10	DNA-binding transcriptional regulator%2C ArsR family(10)	NA(10)	348	348	348.00	10	2	GCA_029747675_1_ASM2974767v1_genomic_01555	GCA_029747785_1_ASM2974778v1_genomic_01542	GCA_029747985_1_ASM2974798v1_genomic_01545	GCA_030235295_1_ASM3023529v1_genomic_01014	GCA_030235365_1_ASM3023536v1_genomic_01435	GCA_030235425_1_ASM3023542v1_genomic_01193	GCA_030239835_1_ASM3023983v1_genomic_00900	GCA_030239865_1_ASM3023986v1_genomic_00700	GCA_030240135_1_ASM3024013v1_genomic_00853	GCA_030240165_1_ASM3024016v1_genomic_01570
g01134_00006	g01134	NA	Cation-transporting P-type ATPase	98	1	10	1	1	1	0	0	0	0	10	Cation-transporting P-type ATPase(10)	NA(10)	2058	2118	2110.20	10	3	GCA_029747675_1_ASM2974767v1_genomic_01554	GCA_029747785_1_ASM2974778v1_genomic_01541	GCA_029747985_1_ASM2974798v1_genomic_01544	GCA_030235295_1_ASM3023529v1_genomic_01022	GCA_030235365_1_ASM3023536v1_genomic_01397	GCA_030235425_1_ASM3023542v1_genomic_01154	GCA_030239835_1_ASM3023983v1_genomic_00905	GCA_030239865_1_ASM3023986v1_genomic_00704	GCA_030240135_1_ASM3024013v1_genomic_00856	GCA_030240165_1_ASM3024016v1_genomic_01569
g01319_00006	g01319	NA	SseB protein N-terminal domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	SseB protein N-terminal domain-containing protein(10)	NA(10)	606	606	606.00	10	4	GCA_029747675_1_ASM2974767v1_genomic_01553	GCA_029747785_1_ASM2974778v1_genomic_01540	GCA_029747985_1_ASM2974798v1_genomic_01543	GCA_030235295_1_ASM3023529v1_genomic_01069	GCA_030235365_1_ASM3023536v1_genomic_01369	GCA_030235425_1_ASM3023542v1_genomic_01127	GCA_030239835_1_ASM3023983v1_genomic_00943	GCA_030239865_1_ASM3023986v1_genomic_00732	GCA_030240135_1_ASM3024013v1_genomic_00891	GCA_030240165_1_ASM3024016v1_genomic_01568
g00929_00006	g00929	NA	ABC-type Fe3+-hydroxamate transport system%2C periplasmic component	98	1	10	1	1	1	0	0	0	0	10	ABC-type Fe3+-hydroxamate transport system%2C periplasmic component(10)	NA(10)	810	810	810.00	10	5	GCA_029747675_1_ASM2974767v1_genomic_01552	GCA_029747785_1_ASM2974778v1_genomic_01539	GCA_029747985_1_ASM2974798v1_genomic_01542	GCA_030235295_1_ASM3023529v1_genomic_01081	GCA_030235365_1_ASM3023536v1_genomic_01352	GCA_030235425_1_ASM3023542v1_genomic_01108	GCA_030239835_1_ASM3023983v1_genomic_00949	GCA_030239865_1_ASM3023986v1_genomic_00741	GCA_030240135_1_ASM3024013v1_genomic_00898	GCA_030240165_1_ASM3024016v1_genomic_01567
g01944_00006	g01944	NA	DNA-binding protein%2C AcrR family%2C includes nucleoid occlusion protein SlmA	98	1	10	1	1	1	0	0	0	0	10	DNA-binding protein%2C AcrR family%2C includes nucleoid occlusion protein SlmA(10)	NA(10)	609	615	611.40	10	6	GCA_029747675_1_ASM2974767v1_genomic_01551	GCA_029747785_1_ASM2974778v1_genomic_01538	GCA_029747985_1_ASM2974798v1_genomic_01541	GCA_030235295_1_ASM3023529v1_genomic_01101	GCA_030235365_1_ASM3023536v1_genomic_01328	GCA_030235425_1_ASM3023542v1_genomic_01084	GCA_030239835_1_ASM3023983v1_genomic_00971	GCA_030239865_1_ASM3023986v1_genomic_00758	GCA_030240135_1_ASM3024013v1_genomic_00919	GCA_030240165_1_ASM3024016v1_genomic_01566
g00705_00006	g00705	NA	Uncharacterized membrane protein YeiH	98	1	10	1	1	1	0	0	0	0	10	Uncharacterized membrane protein YeiH(10)	NA(10)	690	690	690.00	10	7	GCA_029747675_1_ASM2974767v1_genomic_01550	GCA_029747785_1_ASM2974778v1_genomic_01535	GCA_029747985_1_ASM2974798v1_genomic_01538	GCA_030235295_1_ASM3023529v1_genomic_01113	GCA_030235365_1_ASM3023536v1_genomic_01305	GCA_030235425_1_ASM3023542v1_genomic_01060	GCA_030239835_1_ASM3023983v1_genomic_00982	GCA_030239865_1_ASM3023986v1_genomic_00768	GCA_030240135_1_ASM3024013v1_genomic_01011	GCA_030240165_1_ASM3024016v1_genomic_01563
g00902_00006	g00902	NA	Pilus assembly protein%2C ATPase of CpaF family	98	1	10	1	1	1	0	0	0	0	10	Pilus assembly protein%2C ATPase of CpaF family(10)	NA(10)	1776	1776	1776.00	10	8	GCA_029747675_1_ASM2974767v1_genomic_01549	GCA_029747785_1_ASM2974778v1_genomic_01534	GCA_029747985_1_ASM2974798v1_genomic_01537	GCA_030235295_1_ASM3023529v1_genomic_01148	GCA_030235365_1_ASM3023536v1_genomic_01229	GCA_030235425_1_ASM3023542v1_genomic_00956	GCA_030239835_1_ASM3023983v1_genomic_01011	GCA_030239865_1_ASM3023986v1_genomic_00802	GCA_030240135_1_ASM3024013v1_genomic_01040	GCA_030240165_1_ASM3024016v1_genomic_01562
g00335_00006	g00335	NA	Flp pilus assembly protein TadB	98	1	10	1	1	1	0	0	0	0	10	Flp pilus assembly protein TadB(7):type II secretion system F family protein(3)	NA(10)	891	894	893.70	10	9	GCA_029747675_1_ASM2974767v1_genomic_01548	GCA_029747785_1_ASM2974778v1_genomic_01533	GCA_029747985_1_ASM2974798v1_genomic_01536	GCA_030235295_1_ASM3023529v1_genomic_01180	GCA_030235365_1_ASM3023536v1_genomic_01211	GCA_030235425_1_ASM3023542v1_genomic_00933	GCA_030239835_1_ASM3023983v1_genomic_01027	GCA_030239865_1_ASM3023986v1_genomic_00822	GCA_030240135_1_ASM3024013v1_genomic_01052	GCA_030240165_1_ASM3024016v1_genomic_01561
g00811_00006	g00811	NA	Flp pilus assembly protein TadG%2C includes N-terminal TadE domain	98	1	10	1	1	1	0	0	0	0	10	Flp pilus assembly protein TadG%2C includes N-terminal TadE domain(10)	NA(10)	423	423	423.00	10	10	GCA_029747675_1_ASM2974767v1_genomic_01547	GCA_029747785_1_ASM2974778v1_genomic_01532	GCA_029747985_1_ASM2974798v1_genomic_01535	GCA_030235295_1_ASM3023529v1_genomic_01206	GCA_030235365_1_ASM3023536v1_genomic_01172	GCA_030235425_1_ASM3023542v1_genomic_00893	GCA_030239835_1_ASM3023983v1_genomic_01041	GCA_030239865_1_ASM3023986v1_genomic_00842	GCA_030240135_1_ASM3024013v1_genomic_01066	GCA_030240165_1_ASM3024016v1_genomic_01560
g00807_00006	g00807	NA	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU%2C contains LysM domain	98	1	10	1	1	1	0	0	0	0	10	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU%2C contains LysM domain(10)	NA(10)	3711	3711	3711.00	10	11	GCA_029747675_1_ASM2974767v1_genomic_01546	GCA_029747785_1_ASM2974778v1_genomic_01531	GCA_029747985_1_ASM2974798v1_genomic_01534	GCA_030235295_1_ASM3023529v1_genomic_01218	GCA_030235365_1_ASM3023536v1_genomic_01046	GCA_030235425_1_ASM3023542v1_genomic_00765	GCA_030239835_1_ASM3023983v1_genomic_01048	GCA_030239865_1_ASM3023986v1_genomic_00850	GCA_030240135_1_ASM3024013v1_genomic_01080	GCA_030240165_1_ASM3024016v1_genomic_01559
g00881_00006	g00881	NA	Small neutral amino acid transporter SnatA%2C MarC family	98	1	10	1	1	1	0	0	0	0	10	Small neutral amino acid transporter SnatA%2C MarC family(9):MarC family protein(1)	NA(10)	273	591	559.20	10	12	GCA_029747675_1_ASM2974767v1_genomic_01545	GCA_029747785_1_ASM2974778v1_genomic_01530	GCA_029747985_1_ASM2974798v1_genomic_01533	GCA_030235295_1_ASM3023529v1_genomic_01261	GCA_030235365_1_ASM3023536v1_genomic_01029	GCA_030235425_1_ASM3023542v1_genomic_00743	GCA_030239835_1_ASM3023983v1_genomic_01077	GCA_030239865_1_ASM3023986v1_genomic_00888	GCA_030240135_1_ASM3024013v1_genomic_01111	GCA_030240165_1_ASM3024016v1_genomic_01558
g00645_00006	g00645	NA	DNA-directed RNA polymerase specialized sigma subunit%2C sigma24 family	98	1	10	1	1	1	0	0	0	0	10	DNA-directed RNA polymerase specialized sigma subunit%2C sigma24 family(9):sigma-70 family RNA polymerase sigma factor(1)	NA(10)	966	966	966.00	10	13	GCA_029747675_1_ASM2974767v1_genomic_01544	GCA_029747785_1_ASM2974778v1_genomic_01529	GCA_029747985_1_ASM2974798v1_genomic_01532	GCA_030235295_1_ASM3023529v1_genomic_01290	GCA_030235365_1_ASM3023536v1_genomic_00945	GCA_030235425_1_ASM3023542v1_genomic_00648	GCA_030239835_1_ASM3023983v1_genomic_01097	GCA_030239865_1_ASM3023986v1_genomic_00906	GCA_030240135_1_ASM3024013v1_genomic_01132	GCA_030240165_1_ASM3024016v1_genomic_01557
g00588_00006	g00588	NA	DNA-binding response regulator%2C NarL/FixJ family%2C contains REC and HTH domains	98	1	10	1	1	1	0	0	0	0	10	DNA-binding response regulator%2C NarL/FixJ family%2C contains REC and HTH domains(10)	NA(10)	663	663	663.00	10	14	GCA_029747675_1_ASM2974767v1_genomic_01542	GCA_029747785_1_ASM2974778v1_genomic_01528	GCA_029747985_1_ASM2974798v1_genomic_01531	GCA_030235295_1_ASM3023529v1_genomic_01309	GCA_030235365_1_ASM3023536v1_genomic_00917	GCA_030235425_1_ASM3023542v1_genomic_00607	GCA_030239835_1_ASM3023983v1_genomic_01110	GCA_030239865_1_ASM3023986v1_genomic_00917	GCA_030240135_1_ASM3024013v1_genomic_01143	GCA_030240165_1_ASM3024016v1_genomic_01556
g00311_00006	g00311	NA	Signal transduction histidine kinase ComP	98	1	10	1	1	1	0	0	0	0	10	Signal transduction histidine kinase ComP(10)	NA(10)	1410	1410	1410.00	10	15	GCA_029747675_1_ASM2974767v1_genomic_01541	GCA_029747785_1_ASM2974778v1_genomic_01527	GCA_029747985_1_ASM2974798v1_genomic_01530	GCA_030235295_1_ASM3023529v1_genomic_01317	GCA_030235365_1_ASM3023536v1_genomic_00878	GCA_030235425_1_ASM3023542v1_genomic_00553	GCA_030239835_1_ASM3023983v1_genomic_01116	GCA_030239865_1_ASM3023986v1_genomic_00922	GCA_030240135_1_ASM3024013v1_genomic_01148	GCA_030240165_1_ASM3024016v1_genomic_01555
g01712_00005	g01712	NA	DNA-binding transcriptional regulator%2C PucR/PutR family	95	2	10	1	1	1	0	0	0	0	10	DNA-binding transcriptional regulator%2C PucR/PutR family(10)	NA(10)	1497	1497	1497.00	10	16	GCA_029747675_1_ASM2974767v1_genomic_01539	GCA_029747785_1_ASM2974778v1_genomic_01526	GCA_029747985_1_ASM2974798v1_genomic_01529	GCA_030235295_1_ASM3023529v1_genomic_01362	GCA_030235365_1_ASM3023536v1_genomic_00732	GCA_030235425_1_ASM3023542v1_genomic_00683	GCA_030239835_1_ASM3023983v1_genomic_00240	GCA_030239865_1_ASM3023986v1_genomic_00955	GCA_030240135_1_ASM3024013v1_genomic_01177	GCA_030240165_1_ASM3024016v1_genomic_01554
g00227_00006	g00227	NA	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	98	1	10	1	1	1	0	0	0	0	10	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase(10)	NA(10)	1335	1335	1335.00	10	17	GCA_029747675_1_ASM2974767v1_genomic_01538	GCA_029747785_1_ASM2974778v1_genomic_01525	GCA_029747985_1_ASM2974798v1_genomic_01528	GCA_030235295_1_ASM3023529v1_genomic_01376	GCA_030235365_1_ASM3023536v1_genomic_00673	GCA_030235425_1_ASM3023542v1_genomic_00628	GCA_030239835_1_ASM3023983v1_genomic_00273	GCA_030239865_1_ASM3023986v1_genomic_00963	GCA_030240135_1_ASM3024013v1_genomic_01188	GCA_030240165_1_ASM3024016v1_genomic_01553
g00581_00006	g00581	NA	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	98	1	10	1	1	1	0	0	0	0	10	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase(10)	NA(10)	1080	1080	1080.00	10	18	GCA_029747675_1_ASM2974767v1_genomic_01537	GCA_029747785_1_ASM2974778v1_genomic_01524	GCA_029747985_1_ASM2974798v1_genomic_01527	GCA_030235295_1_ASM3023529v1_genomic_01384	GCA_030235365_1_ASM3023536v1_genomic_00637	GCA_030235425_1_ASM3023542v1_genomic_00587	GCA_030239835_1_ASM3023983v1_genomic_00293	GCA_030239865_1_ASM3023986v1_genomic_00975	GCA_030240135_1_ASM3024013v1_genomic_01198	GCA_030240165_1_ASM3024016v1_genomic_01552
g00251_00006	g00251	NA	Threonine dehydrogenase or related Zn-dependent dehydrogenase	98	1	10	1	1	1	0	0	0	0	10	Threonine dehydrogenase or related Zn-dependent dehydrogenase(10)	NA(10)	1047	1047	1047.00	10	19	GCA_029747675_1_ASM2974767v1_genomic_01536	GCA_029747785_1_ASM2974778v1_genomic_01523	GCA_029747985_1_ASM2974798v1_genomic_01526	GCA_030235295_1_ASM3023529v1_genomic_01393	GCA_030235365_1_ASM3023536v1_genomic_00594	GCA_030235425_1_ASM3023542v1_genomic_00540	GCA_030239835_1_ASM3023983v1_genomic_00318	GCA_030239865_1_ASM3023986v1_genomic_00981	GCA_030240135_1_ASM3024013v1_genomic_01204	GCA_030240165_1_ASM3024016v1_genomic_01551
g00828_00006	g00828	NA	ABC-type amino acid transport system%2C permease component	98	1	10	1	1	1	0	0	0	0	10	ABC-type amino acid transport system%2C permease component(10)	NA(10)	639	639	639.00	10	20	GCA_029747675_1_ASM2974767v1_genomic_01535	GCA_029747785_1_ASM2974778v1_genomic_01522	GCA_029747985_1_ASM2974798v1_genomic_01525	GCA_030235295_1_ASM3023529v1_genomic_01404	GCA_030235365_1_ASM3023536v1_genomic_00561	GCA_030235425_1_ASM3023542v1_genomic_00530	GCA_030239835_1_ASM3023983v1_genomic_00349	GCA_030239865_1_ASM3023986v1_genomic_00989	GCA_030240135_1_ASM3024013v1_genomic_01215	GCA_030240165_1_ASM3024016v1_genomic_01550
g00305_00006	g00305	NA	ABC-type amino acid transport system%2C permease component	98	1	10	1	1	1	0	0	0	0	10	ABC-type amino acid transport system%2C permease component(10)	NA(10)	657	657	657.00	10	21	GCA_029747675_1_ASM2974767v1_genomic_01534	GCA_029747785_1_ASM2974778v1_genomic_01521	GCA_029747985_1_ASM2974798v1_genomic_01524	GCA_030235295_1_ASM3023529v1_genomic_01409	GCA_030235365_1_ASM3023536v1_genomic_00529	GCA_030235425_1_ASM3023542v1_genomic_00561	GCA_030239835_1_ASM3023983v1_genomic_00359	GCA_030239865_1_ASM3023986v1_genomic_00997	GCA_030240135_1_ASM3024013v1_genomic_01220	GCA_030240165_1_ASM3024016v1_genomic_01549
g00465_00006	g00465	NA	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain	98	1	10	1	1	1	0	0	0	0	10	ABC-type amino acid transport/signal transduction system%2C periplasmic component/domain(10)	NA(10)	861	861	861.00	10	22	GCA_029747675_1_ASM2974767v1_genomic_01533	GCA_029747785_1_ASM2974778v1_genomic_01520	GCA_029747985_1_ASM2974798v1_genomic_01523	GCA_030235295_1_ASM3023529v1_genomic_01416	GCA_030235365_1_ASM3023536v1_genomic_00495	GCA_030235425_1_ASM3023542v1_genomic_00592	GCA_030239835_1_ASM3023983v1_genomic_00385	GCA_030239865_1_ASM3023986v1_genomic_01002	GCA_030240135_1_ASM3024013v1_genomic_01224	GCA_030240165_1_ASM3024016v1_genomic_01548
g00183_00006	g00183	NA	ABC-type polar amino acid transport system%2C ATPase component	98	1	10	1	1	1	0	0	0	0	10	ABC-type polar amino acid transport system%2C ATPase component(10)	NA(10)	804	804	804.00	10	23	GCA_029747675_1_ASM2974767v1_genomic_01532	GCA_029747785_1_ASM2974778v1_genomic_01519	GCA_029747985_1_ASM2974798v1_genomic_01522	GCA_030235295_1_ASM3023529v1_genomic_01425	GCA_030235365_1_ASM3023536v1_genomic_00459	GCA_030235425_1_ASM3023542v1_genomic_00633	GCA_030239835_1_ASM3023983v1_genomic_00408	GCA_030239865_1_ASM3023986v1_genomic_01007	GCA_030240135_1_ASM3024013v1_genomic_01231	GCA_030240165_1_ASM3024016v1_genomic_01547
g00927_00006	g00927	NA	Enamine deaminase RidA%2C house cleaning of reactive enamine intermediates%2C YjgF/YER057c/UK114 family	98	1	10	1	1	1	0	0	0	0	10	Enamine deaminase RidA%2C house cleaning of reactive enamine intermediates%2C YjgF/YER057c/UK114 family(10)	NA(10)	384	384	384.00	10	24	GCA_029747675_1_ASM2974767v1_genomic_01531	GCA_029747785_1_ASM2974778v1_genomic_01518	GCA_029747985_1_ASM2974798v1_genomic_01521	GCA_030235295_1_ASM3023529v1_genomic_01436	GCA_030235365_1_ASM3023536v1_genomic_00434	GCA_030235425_1_ASM3023542v1_genomic_00663	GCA_030239835_1_ASM3023983v1_genomic_00426	GCA_030239865_1_ASM3023986v1_genomic_01015	GCA_030240135_1_ASM3024013v1_genomic_01241	GCA_030240165_1_ASM3024016v1_genomic_01546
g00530_00006	g00530	NA	Glycine/D-amino acid oxidase (deaminating)	98	1	10	1	1	1	0	0	0	0	10	Glycine/D-amino acid oxidase (deaminating)(10)	NA(10)	1254	1254	1254.00	10	25	GCA_029747675_1_ASM2974767v1_genomic_01530	GCA_029747785_1_ASM2974778v1_genomic_01517	GCA_029747985_1_ASM2974798v1_genomic_01520	GCA_030235295_1_ASM3023529v1_genomic_01439	GCA_030235365_1_ASM3023536v1_genomic_00377	GCA_030235425_1_ASM3023542v1_genomic_00672	GCA_030239835_1_ASM3023983v1_genomic_00434	GCA_030239865_1_ASM3023986v1_genomic_01018	GCA_030240135_1_ASM3024013v1_genomic_01244	GCA_030240165_1_ASM3024016v1_genomic_01545
g00111_00006	g00111	NA	Purine nucleoside phosphoramidase/Ap4A hydrolase%2C histidine triade (HIT) family	98	1	10	1	1	1	0	0	0	0	10	Purine nucleoside phosphoramidase/Ap4A hydrolase%2C histidine triade (HIT) family(10)	NA(10)	450	450	450.00	10	26	GCA_029747675_1_ASM2974767v1_genomic_01527	GCA_029747785_1_ASM2974778v1_genomic_01516	GCA_029747985_1_ASM2974798v1_genomic_01519	GCA_030235295_1_ASM3023529v1_genomic_00029	GCA_030235365_1_ASM3023536v1_genomic_00330	GCA_030235425_1_ASM3023542v1_genomic_00754	GCA_030239835_1_ASM3023983v1_genomic_00500	GCA_030239865_1_ASM3023986v1_genomic_01037	GCA_030240135_1_ASM3024013v1_genomic_01264	GCA_030240165_1_ASM3024016v1_genomic_01544
g01956_00004	g01956	NA	Molybdopterin biosynthesis enzyme MoaB/MogA	90	2	10	1	1	1	0	0	0	0	10	Molybdopterin biosynthesis enzyme MoaB/MogA(10)	NA(10)	585	585	585.00	10	27	GCA_029747675_1_ASM2974767v1_genomic_01526	GCA_029747785_1_ASM2974778v1_genomic_01515	GCA_029747985_1_ASM2974798v1_genomic_01518	GCA_030235295_1_ASM3023529v1_genomic_00287	GCA_030235365_1_ASM3023536v1_genomic_00350	GCA_030235425_1_ASM3023542v1_genomic_00770	GCA_030239835_1_ASM3023983v1_genomic_00512	GCA_030239865_1_ASM3023986v1_genomic_01041	GCA_030240135_1_ASM3024013v1_genomic_01270	GCA_030240165_1_ASM3024016v1_genomic_01543
g01960_00004	g01960	NA	cyclic pyranopterin monophosphate synthase MoaC	90	2	10	1	1	1	0	0	0	0	10	cyclic pyranopterin monophosphate synthase MoaC(10)	NA(10)	549	573	570.60	10	28	GCA_029747675_1_ASM2974767v1_genomic_01525	GCA_029747785_1_ASM2974778v1_genomic_01514	GCA_029747985_1_ASM2974798v1_genomic_01517	GCA_030235295_1_ASM3023529v1_genomic_00307	GCA_030235365_1_ASM3023536v1_genomic_00381	GCA_030235425_1_ASM3023542v1_genomic_00788	GCA_030239835_1_ASM3023983v1_genomic_00529	GCA_030239865_1_ASM3023986v1_genomic_01049	GCA_030240135_1_ASM3024013v1_genomic_01274	GCA_030240165_1_ASM3024016v1_genomic_01542
g01709_00005	g01709	NA	gephyrin-like molybdotransferase Glp	95	2	10	1	1	1	0	0	0	0	10	gephyrin-like molybdotransferase Glp(10)	NA(10)	1491	1527	1523.40	10	29	GCA_029747675_1_ASM2974767v1_genomic_01524	GCA_029747785_1_ASM2974778v1_genomic_01513	GCA_029747985_1_ASM2974798v1_genomic_01516	GCA_030235295_1_ASM3023529v1_genomic_00320	GCA_030235365_1_ASM3023536v1_genomic_00402	GCA_030235425_1_ASM3023542v1_genomic_00803	GCA_030239835_1_ASM3023983v1_genomic_00545	GCA_030239865_1_ASM3023986v1_genomic_01052	GCA_030240135_1_ASM3024013v1_genomic_01280	GCA_030240165_1_ASM3024016v1_genomic_01541
g00512_00006	g00512	NA	Molybdopterin or thiamine biosynthesis adenylyltransferase	98	1	10	1	1	1	0	0	0	0	10	Molybdopterin or thiamine biosynthesis adenylyltransferase(10)	NA(10)	876	876	876.00	10	30	GCA_029747675_1_ASM2974767v1_genomic_01523	GCA_029747785_1_ASM2974778v1_genomic_01512	GCA_029747985_1_ASM2974798v1_genomic_01515	GCA_030235295_1_ASM3023529v1_genomic_00358	GCA_030235365_1_ASM3023536v1_genomic_00474	GCA_030235425_1_ASM3023542v1_genomic_00857	GCA_030239835_1_ASM3023983v1_genomic_00580	GCA_030239865_1_ASM3023986v1_genomic_01064	GCA_030240135_1_ASM3024013v1_genomic_01289	GCA_030240165_1_ASM3024016v1_genomic_01540
g00062_00006	g00062	NA	Molybdopterin synthase catalytic subunit MoaE	98	1	10	1	1	1	0	0	0	0	10	Molybdopterin synthase catalytic subunit MoaE(10)	NA(10)	420	420	420.00	10	31	GCA_029747675_1_ASM2974767v1_genomic_01522	GCA_029747785_1_ASM2974778v1_genomic_01511	GCA_029747985_1_ASM2974798v1_genomic_01514	GCA_030235295_1_ASM3023529v1_genomic_00378	GCA_030235365_1_ASM3023536v1_genomic_00516	GCA_030235425_1_ASM3023542v1_genomic_00881	GCA_030239835_1_ASM3023983v1_genomic_00600	GCA_030239865_1_ASM3023986v1_genomic_01075	GCA_030240135_1_ASM3024013v1_genomic_01295	GCA_030240165_1_ASM3024016v1_genomic_01539
g01267_00006	g01267	NA	putative transcriptional regulator%2C ArsR family	98	1	10	1	1	1	0	0	0	0	10	putative transcriptional regulator%2C ArsR family(10)	NA(10)	1098	1116	1114.20	10	32	GCA_029747675_1_ASM2974767v1_genomic_01521	GCA_029747785_1_ASM2974778v1_genomic_01510	GCA_029747985_1_ASM2974798v1_genomic_01513	GCA_030235295_1_ASM3023529v1_genomic_00392	GCA_030235365_1_ASM3023536v1_genomic_00533	GCA_030235425_1_ASM3023542v1_genomic_00892	GCA_030239835_1_ASM3023983v1_genomic_00609	GCA_030239865_1_ASM3023986v1_genomic_01076	GCA_030240135_1_ASM3024013v1_genomic_01297	GCA_030240165_1_ASM3024016v1_genomic_01538
